Data Source,World Development Indicators,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Last Updated Date,2023-05-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Country Name,Country Code,Region,IncomeGroup,Indicator Name,Indicator Code,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,SpecialNotes
Marshall Islands,MHL,,,Total greenhouse gas emissions (kt of CO2 equivalent),EN.ATM.GHGT.KT.CE,25.086,25.863,106.841,112.418,116.795,121.672,123.169,123.466,126.263,126.86,134.857,138.693,148.729,146.864,161.4,169.936,171.877,175.418,167.659,171.5,175.442,177.089,176.436,181.783,185.83,191.677,219.846,226.415,228.585,231.754,,,,"Middle income group aggregate. Middle-income economies are those in which 2021 GNI per capita was between $1,086 and $13,205."
Middle income,MIC,Europe & Central Asia,Upper middle income,Total greenhouse gas emissions (kt of CO2 equivalent),EN.ATM.GHGT.KT.CE,14332553.549,14484248.064,14447672.77,14513244.609,14537095.472,15065041.813,15196112.674,15281147.095,15478084.57,15591000.356,16072530.123,16432096.379,16911312.653,17971081.319,19147805.966,20218821.895,21280998.194,22341591.491,22924605.971,23375308.454,24824728.265,26159717.301,26827071.424,27490619.693,27864206.661,27823504.029,28052731.558,28756321.956,29634866.67,30134316.462,,,,
North Macedonia,MKD,Sub-Saharan Africa,Low income,Total greenhouse gas emissions (kt of CO2 equivalent),EN.ATM.GHGT.KT.CE,13900.07,13229.01,12649.76,12656.11,12185,11810.37,13359.82,12208.55,12941.45,12035.5,11707.94,11762.17,11152.16,11986.12,11773.21,12125.63,12137.57,12630.18,12416.11,11723.54,11566.17,12492.31,11955.47,11074.15,10672.67,10416.57,10362.16,10878.03,10362.86,11249.51,,,,
Mali,MLI,Middle East & North Africa,High income,Total greenhouse gas emissions (kt of CO2 equivalent),EN.ATM.GHGT.KT.CE,15039.04,15000,15000,15200,15500,15800,16681.93,16949.76,17940.99,19283.79,21676.63,21336.9,21569.62,22321.11,24584.92,25503.84,25841.17,26788.09,28242.13,28611.22,30849.43,31697.11,32300.78,33597.9,34150.32,35546.16,39985.52,40976.83,42313.38,44154.68,,,,"A simple multiplier is used to convert the national currencies of EMU members to euros. The following irrevocable euro conversion rate entered into force on January 1, 2008: 1 euro = 0.4293 Maltese lira. Please note that historical data are not actual euros and are not comparable or suitable for aggregation across countries. National accounts data source from 1995 to 2015 is Eurostat; prior to 1995 is UN."
Malta,MLT,East Asia & Pacific,Lower middle income,Total greenhouse gas emissions (kt of CO2 equivalent),EN.ATM.GHGT.KT.CE,2529.117,2433.306,2411.443,3058.05,2763.559,2633.869,2575.331,2734.703,2639.535,2681.02,2411.282,2784.864,2620.078,2922.098,2928.535,2984.538,3059.146,3147.257,3093.101,2899.223,3005.013,2991.585,3172.587,2843.741,2857.777,2180.451,1884.57,2027.492,2044.551,2139.13,,,,"The reporting period for national accounts data is designated as either calendar year basis (CY) or fiscal year basis (FY). For this country, it is fiscal year-based (fiscal year-end: September 30). Also, an estimate (PA.NUS.ATLS) of the exchange rate covers the same period and thus differs from the official exchange rate (CY). 	  

In addition, the World Bank systematically assesses the appropriateness of official exchange rates as conversion factors. In this country, multiple or dual exchange rate activity exists and must be accounted for appropriately in underlying statistics. An alternative estimate (“alternative conversion factor” - PA.NUS.ATLS) is thus calculated as a weighted average of the different exchange rates in use in the country. Doing so better reflects economic reality and leads to more accurate cross-country comparisons and country classifications by income level. For this country, this applies to the period 1960-2014. Alternative conversion factors are used in the Atlas methodology and elsewhere in World Development Indicators as single-year conversion factors."
Myanmar,MMR,,,Total greenhouse gas emissions (kt of CO2 equivalent),EN.ATM.GHGT.KT.CE,55646.65,55055.42,57792.94,60465.97,63106.43,66234.4,66303.12,65127.75,66776.43,71459.51,73485.23,73050.44,73541.08,77685.58,80181.66,83398.77,86547.01,89077.53,87422.93,88472.28,90569.07,89660.35,93552.98,96726.75,102260.8,105680.6,110092.1,124349.5,128140.6,133250.9,,,,
Middle East & North Africa (excluding high income),MNA,Europe & Central Asia,Upper middle income,Total greenhouse gas emissions (kt of CO2 equivalent),EN.ATM.GHGT.KT.CE,954823.118,954576.088,1007121.627,1071941.878,1146119.96,1187616.289,1220386.815,1281099.978,1289584.337,1335065.309,1397951.87,1433502.841,1449018.488,1490518.322,1573060.973,1663218.506,1734693.763,1788316.358,1841417.317,1886298.508,1926812.44,1900143.408,1999984.464,2005843.507,2036623.421,2037438.383,2102092.775,2200692.756,2246030.05,2256584.569,,,,"Montenegro declared independence from Serbia and Montenegro on June 3, 2006. Where available, data for each country are shown separately. However, for Serbia, some indicators continue to include data for Montenegro through 2005."
Montenegro,MNE,East Asia & Pacific,Lower middle income,Total greenhouse gas emissions (kt of CO2 equivalent),EN.ATM.GHGT.KT.CE,4481.976,3905.172,3914.361,3739.263,3706.588,3846.15,4096.166,4238.847,4330.361,3760.178,4011.45,4169.802,4274.81,4401.525,4409.339,4212.856,4264.583,4045.873,4492.731,3407.308,4133.657,3988.732,3748.548,3611.279,3512.326,3613.134,3399.906,3521.123,3736.383,3830.227,,,,"The World Bank systematically assesses the appropriateness of official exchange rates as conversion factors. In this country, multiple or dual exchange rate activity exists and must be accounted for appropriately in underlying statistics. An alternative estimate (“alternative conversion factor” - PA.NUS.ATLS) is thus calculated as a weighted average of the different exchange rates in use in the country. Doing so better reflects economic reality and leads to more accurate cross-country comparisons and country classifications by income level. For this country, this applies to the period 1991-2004. Alternative conversion factors are used in the Atlas methodology and elsewhere in World Development Indicators as single-year conversion factors."
Mongolia,MNG,East Asia & Pacific,High income,Total greenhouse gas emissions (kt of CO2 equivalent),EN.ATM.GHGT.KT.CE,29984.3,32226.17,29995.07,28793.62,26984.7,27908.03,27109.26,27922.68,28314.97,28995.2,29762.51,27243.68,25399.68,25206.43,24995.85,27753.85,30657.63,33383.64,33618.82,34640.77,31961.17,35614.06,39003.82,41456.03,43920.46,45445.76,47856.97,50752,52641.02,56052.14,,,,
Northern Mariana Islands,MNP,Sub-Saharan Africa,Low income,Total greenhouse gas emissions (kt of CO2 equivalent),EN.ATM.GHGT.KT.CE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mozambique,MOZ,Sub-Saharan Africa,Lower middle income,Total greenhouse gas emissions (kt of CO2 equivalent),EN.ATM.GHGT.KT.CE,18442.52,18718.24,19369.24,20091.28,20380.82,20626.01,20428.94,19161.04,21574.31,20815.9,20049.46,21862.9,23813.78,24565.31,24401.6,26289.12,25283.12,25871.22,27223.59,25041.66,27176.37,27282.25,29048.38,30566.6,31681.09,31312.62,32146.85,32746.55,36118.52,35399.87,,,,National account data were adjusted to reflect the new banknote (1 new ouguiya = 10 old ouguiya)
Mauritania,MRT,Sub-Saharan Africa,Upper middle income,Total greenhouse gas emissions (kt of CO2 equivalent),EN.ATM.GHGT.KT.CE,6772.563,7002.762,6846.706,7058.685,6950.273,7082.772,7605.171,7913.988,8287.331,8803.4,9191.402,9381.386,9521.966,9592.055,9672.904,9655.444,10339.75,10445.16,9594.16,10570.43,11020.62,11093.36,11625.92,11702.11,12198.79,13130.89,13193.35,13379.37,13787.26,14289.63,,,,
Mauritius,MUS,Sub-Saharan Africa,Low income,Total greenhouse gas emissions (kt of CO2 equivalent),EN.ATM.GHGT.KT.CE,2304.888,2401.792,2493.918,2648.381,2720.651,2782.474,2955.145,3062.812,3340.996,3867.7,4312.264,4416.707,4434.32,4623.16,4651.359,4838.942,5269.333,5410.285,5517.224,5510.831,5786.683,5835.308,5994.153,6123.672,6329.031,6375.658,6531.426,6726.405,6742.294,6851.641,,,,
Malawi,MWI,East Asia & Pacific,Upper middle income,Total greenhouse gas emissions (kt of CO2 equivalent),EN.ATM.GHGT.KT.CE,3179.852,3370.97,3371.48,3503.558,3111.875,3325.07,3477.889,3542.325,3726.078,3766.37,3882.43,3704.352,4048.391,4311.465,4345.088,4458.678,4738.769,5152.553,5722.052,5791.062,6351.355,6615.07,6875.395,7197.118,7670.969,8118.829,8423.09,8996.035,10392.9,10950.78,,,,
Malaysia,MYS,,,Total greenhouse gas emissions (kt of CO2 equivalent),EN.ATM.GHGT.KT.CE,80377.11,91337.81,94027.32,100700.2,108465.7,115781.2,129157.6,138585.9,138956.9,147930.2,158976.1,164790,173455.9,183733.8,199957.3,210697.7,218408.3,236396.1,251692.1,229734.5,250391.4,253766.2,258369.5,277886.4,292802,293607.7,293680.2,285387.9,302598.9,313023.6,,,,North America regional aggregate. There are no economies in North America classified as low or middle income.
North America,NAC,Sub-Saharan Africa,Upper middle income,Total greenhouse gas emissions (kt of CO2 equivalent),EN.ATM.GHGT.KT.CE,6374522.5,6325179.1,6423568.6,6530993,6643232,6726215.5,6914122.7,7189987.9,7244602.8,7250588.4,7432375,7372867.3,7240400.6,7324769.5,7408296.2,7443377.5,7340043.2,7480258.9,7272036.3,6811537.4,7097113.2,6916103.6,6697768.5,6850847,6903747.4,6786641.4,6678951.6,6639768.2,6859626,6738137.2,,,,Fiscal year end: March 31; reporting period for national accounts data: CY.
Namibia,NAM,East Asia & Pacific,High income,Total greenhouse gas emissions (kt of CO2 equivalent),EN.ATM.GHGT.KT.CE,,9240.278,9193.976,9163.04,9364.477,9468.076,9358.283,9202.186,9867.573,9866.882,10654.95,10750.13,9354.78,10007.28,10496.33,11089.06,12428.13,11800.57,10340.56,13257.72,12671.33,17645.47,19188.67,12370.74,11618.34,11724.62,12298.82,12476.81,11612.7,10658.87,,,,
New Caledonia,NCL,Sub-Saharan Africa,Low income,Total greenhouse gas emissions (kt of CO2 equivalent),EN.ATM.GHGT.KT.CE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Niger,NER,Sub-Saharan Africa,Lower middle income,Total greenhouse gas emissions (kt of CO2 equivalent),EN.ATM.GHGT.KT.CE,12865.66,13328.99,13821.68,14477.3,14974.11,15561.1,16303.48,17022.15,17824.32,18532.87,19013.17,19858.37,20650.8,21552.25,22417.42,23315.86,24243.65,25436.41,26660.44,27998.09,28111.84,29129.67,31172.06,32944.65,34639.85,35847.25,37541.05,38973.42,40817.2,42717.13,,,,"The World Bank systematically assesses the appropriateness of official exchange rates as conversion factors. In this country, multiple or dual exchange rate activity exists and must be accounted for appropriately in underlying statistics. An alternative estimate (“alternative conversion factor” - PA.NUS.ATLS) is thus calculated as a weighted average of the different exchange rates in use in the country. Doing so better reflects economic reality and leads to more accurate cross-country comparisons and country classifications by income level. For this country, this applies to 1970-2020. Alternative conversion factors are used in the Atlas methodology and elsewhere in World Development Indicators as single-year conversion factors."
Nigeria,NGA,Latin America & Caribbean,Lower middle income,Total greenhouse gas emissions (kt of CO2 equivalent),EN.ATM.GHGT.KT.CE,219387.9,235364,250044.8,246803.2,241788.7,246084.4,262046.3,254380.1,235897.2,225835.9,235926.3,243074.9,227447.6,246706.7,247197.5,251284.8,239559.3,230343.4,236321.8,222733.6,247554,258100.4,261674.7,275375.8,285158.7,279343.8,289538.3,293788.1,299624.6,308179.8,,,,"The World Bank systematically assesses the appropriateness of official exchange rates as conversion factors. In this country, multiple or dual exchange rate activity exists and must be accounted for appropriately in underlying statistics. An alternative estimate (“alternative conversion factor” - PA.NUS.ATLS) is thus calculated as a weighted average of the different exchange rates in use in the country. Doing so better reflects economic reality and leads to more accurate cross-country comparisons and country classifications by income level. For this country, this applies to the period 1988-2006. Alternative conversion factors are used in the Atlas methodology and elsewhere in World Development Indicators as single-year conversion factors."
Nicaragua,NIC,Europe & Central Asia,High income,Total greenhouse gas emissions (kt of CO2 equivalent),EN.ATM.GHGT.KT.CE,9516.959,8152.858,9057.663,9721.282,10032.87,9414.01,9428.378,10174.35,10592.62,11715.85,12247.24,12450.1,12907.49,13910.89,13530.55,13838.13,14151.58,14341.87,14205.27,14272.7,14615.95,15764.91,16151.18,16353.76,17275.19,18248.55,18422.49,18266.89,18272.4,18798.7,,,,"A simple multiplier is used to convert the national currencies of EMU members to euros. The following irrevocable euro conversion rate was adopted by the EU Council on January 1, 1999: 1 euro = 2.20371 Netherlands guilder. Please note that historical data before 1999 are not actual euros and are not comparable or suitable for aggregation across countries."
Netherlands,NLD,Europe & Central Asia,High income,Total greenhouse gas emissions (kt of CO2 equivalent),EN.ATM.GHGT.KT.CE,202340.1,207660.7,207000.4,212341.3,211978.3,217202.7,228064.9,220010.7,220220.9,207944.3,205955.6,206997.4,206829.2,206783.9,208530.6,202756.5,198110.6,197595.1,194925.6,189852.8,200513.7,187340,185724.2,185392.7,178191,186454.6,187343.2,183346.6,177262.1,172231.2,,,,
Norway,NOR,South Asia,Lower middle income,Total greenhouse gas emissions (kt of CO2 equivalent),EN.ATM.GHGT.KT.CE,46124.5,43525.62,43745.7,46196.6,48147.73,48112.02,48281.41,50023.9,51276.51,53254.61,47690.24,47932.9,47439.01,49458.35,49745.31,48687.89,48985.07,49293.48,47976.81,47540.88,51394.66,49520.35,48314.18,49219.5,48874.05,49270.52,48736.77,47717.02,47508,45902.35,,,,"The reporting period for national accounts data is designated as either calendar year basis (CY) or fiscal year basis (FY). For this country, it is fiscal year-based (fiscal year-end: July 14). Also, an estimate (PA.NUS.ATLS) of the exchange rate covers the same period and thus differs from the official exchange rate (CY)."
Nepal,NPL,East Asia & Pacific,High income,Total greenhouse gas emissions (kt of CO2 equivalent),EN.ATM.GHGT.KT.CE,21362.61,21613.1,21329.97,22138.46,22884.28,23990.96,24415.08,24918.33,25374.4,26384.38,26758.24,27148.37,26658.93,27184.14,27400.69,28086.79,27899.44,28128.3,29220.47,30848.98,31938.57,33186.84,34237.6,34867.57,36312.3,36262.39,39782.14,42467.15,45625.92,44215.16,,,,"The reporting period for national accounts data is designated as either calendar year basis (CY) or fiscal year basis (FY). For this country, it is fiscal year-based (fiscal year-end: June 30). Also, an estimate (PA.NUS.ATLS) of the exchange rate covers the same period and thus differs from the official exchange rate (CY)."
Nauru,NRU,East Asia & Pacific,High income,Total greenhouse gas emissions (kt of CO2 equivalent),EN.ATM.GHGT.KT.CE,130.238,130.627,124.847,118.737,115.689,112.741,106.49,106.838,103.987,97.935,92.684,85.316,82.748,73.481,73.713,76.746,53.562,49.117,47.171,45.087,47.404,44.967,46.929,52.491,56.254,61.116,68.562,72.795,69.66,69.995,,,,Fiscal year end: March 31; reporting period for national accounts data: CY.
New Zealand,NZL,,,Total greenhouse gas emissions (kt of CO2 equivalent),EN.ATM.GHGT.KT.CE,71126.66,70791.08,71619.86,70814.15,72296.51,73538.18,73903.17,76398.21,74760.69,77010.58,77195.86,79881.38,81528.31,84023.57,82675.83,84152.41,84325.85,83209.08,83056.87,80248.49,80063.24,79623.47,82177.12,81802.3,82331.94,82189.19,80810.45,82437.77,81805.64,83201,,,,
OECD members,OED,Middle East & North Africa,High income,Total greenhouse gas emissions (kt of CO2 equivalent),EN.ATM.GHGT.KT.CE,14177554.131,14197041.668,14220720.498,14309628.558,14539463.24,14723123.177,15128190.407,15392463.094,15379470.106,15396968.301,15729559.01,15722539.427,15601605.493,15752760.181,15935630.342,15935622.88,15912566.371,16106136.213,15717607.918,14915482.733,15425748.522,15314547.166,15145670.651,15125926.481,14961391.614,14898900.5,14800148.982,14838382.88,14913062.65,14551223.385,,,,
Oman,OMN,,,Total greenhouse gas emissions (kt of CO2 equivalent),EN.ATM.GHGT.KT.CE,19444.61,23548.19,23331.29,24709.36,26603.64,29919.78,30821.53,32080.12,31318.46,34248.92,38545.44,42406.58,44188.32,46150.09,45457.37,45584.54,54054.23,56998.14,56595.26,59526.54,63877.5,71301.71,79515.02,83465.08,87035.95,91480.44,94725.31,94392.41,99521.36,100259.4,,,,
Other small states,OSS,South Asia,Lower middle income,Total greenhouse gas emissions (kt of CO2 equivalent),EN.ATM.GHGT.KT.CE,129735.29,138784.269,135637.321,134989.233,138443.7,140629.876,148342.706,157147.207,162082.063,166182.267,168029.38,174808.918,179828.77,185660.246,192822.752,203098.952,218037.378,227077.012,243234.148,233811.891,260601.71,278829.058,275945.888,275563.182,281977.996,280930.202,284538.787,289453.482,285664.136,285989.534,,,,"The reporting period for national accounts data is designated as either calendar year basis (CY) or fiscal year basis (FY). For this country, it is fiscal year-based (fiscal year-end: June 30). Also, an estimate (PA.NUS.ATLS) of the exchange rate covers the same period and thus differs from the official exchange rate (CY)."
Pakistan,PAK,Latin America & Caribbean,High income,Total greenhouse gas emissions (kt of CO2 equivalent),EN.ATM.GHGT.KT.CE,159847.8,163207.6,172786.5,182539.1,189165.3,199936.8,207032.5,213706.8,217492.3,230501.7,232812,236220.8,242591.5,251928.8,269649,278293,297756.2,315221,317668,328282.7,322348.9,331212.5,335273.7,346877.4,360111.9,374507.6,399112.3,425916.7,421617.4,432496.1,,,,
Panama,PAN,Latin America & Caribbean,Upper middle income,Total greenhouse gas emissions (kt of CO2 equivalent),EN.ATM.GHGT.KT.CE,7841.477,8334.078,9008.375,9264.768,9553.279,9756.974,9746.93,9686.898,10758.57,9908.129,9994.704,11376.59,10651.5,10840.81,10924.49,12593.73,13121.29,13133.3,13234.17,14817.31,15464.85,16558.28,17258.08,17236.44,17672.03,17649.45,17862.21,17337.42,17498.35,20878.79,,,,"The World Bank systematically assesses the appropriateness of official exchange rates as conversion factors. In this country, multiple or dual exchange rate activity exists and must be accounted for appropriately in underlying statistics. An alternative estimate (“alternative conversion factor” - PA.NUS.ATLS) is thus calculated as a weighted average of the different exchange rates in use in the country. Doing so better reflects economic reality and leads to more accurate cross-country comparisons and country classifications by income level. For this country, this applies to the period 1988-2009. Alternative conversion factors are used in the Atlas methodology and elsewhere in World Development Indicators as single-year conversion factors."
Peru,PER,East Asia & Pacific,Lower middle income,Total greenhouse gas emissions (kt of CO2 equivalent),EN.ATM.GHGT.KT.CE,44275.67,43174.28,43837.5,44909.69,47282.03,52192.28,55915.66,56853.13,57636.29,61870.82,62641.71,60705.8,62566.42,62380.37,66467.06,67712.27,67476.61,71350.89,76417.38,80573.36,85083.76,89531.54,89723.34,91678.09,95438.96,97148.98,100068.8,97635.48,97894.53,100729.5,,,,
Philippines,PHL,East Asia & Pacific,Upper middle income,Total greenhouse gas emissions (kt of CO2 equivalent),EN.ATM.GHGT.KT.CE,95522.33,95380.62,97396.63,102819.5,110042,121977.4,130509.3,138647.1,131946.4,137295.4,138713.3,137961.6,139581.6,142838.7,146265.5,147300.2,140610.8,146525.6,149773.4,152476.9,157895.2,159809.2,164874.2,175790.8,183374.2,192298,204847.2,221060.9,226935.6,234283.3,,,,Fiscal year ends on September 30; reporting period for national accounts data: FY.
Palau,PLW,East Asia & Pacific,Lower middle income,Total greenhouse gas emissions (kt of CO2 equivalent),EN.ATM.GHGT.KT.CE,12.622,12.953,210.884,211.815,212.545,211.976,213.817,217.257,219.298,220.438,228.779,233.436,235.193,234.05,253.008,279.665,272.305,258.445,232.984,224.024,234.664,233.604,244.345,245.885,244.925,232.265,277.65,286.835,283.919,287.004,,,,
Papua New Guinea,PNG,Europe & Central Asia,High income,Total greenhouse gas emissions (kt of CO2 equivalent),EN.ATM.GHGT.KT.CE,7987.519,8991.756,10036.29,11101.11,11978.73,13313.15,13124.14,13301.44,13242.29,13146.02,13311.09,13823.66,14077.92,14386.88,15314.03,14801.45,14756.55,14862.85,14557.95,14879.8,14897.16,15883.51,16590.81,17831.5,19513.49,21195.05,22153.11,22247.22,22506.92,22413.8,,,,
Poland,POL,,,Total greenhouse gas emissions (kt of CO2 equivalent),EN.ATM.GHGT.KT.CE,420328.3,419159.9,408204.8,408772.6,403628,403421.2,418146.9,407784.6,378842.9,368339.1,354687.4,352128.2,345727.6,357268.2,361509,362930.9,377297.4,377835.2,371633.1,356866.3,375312.6,371394.8,364421.8,358621.6,345447.2,348609.6,359421.6,372363.7,370610.1,353140.2,,,,"Pre-dividend countries are mostly low-income countries, lagging in key human development indicators and with current fertility levels above four births per woman. They face very rapid population growth."
Pre-demographic dividend,PRE,Latin America & Caribbean,High income,Total greenhouse gas emissions (kt of CO2 equivalent),EN.ATM.GHGT.KT.CE,862442.33,839222.147,892883.861,931610.316,1016114.957,1035012.399,1060785.689,1102832.359,1111456.295,1102255.213,1144772.424,1154740.589,1159843.864,1193702.051,1233646.366,1272052.281,1257611.732,1283003.928,1335327.829,1343011.152,1419578.061,1460304.018,1492105.142,1544189.483,1576738.03,1615012.414,1682375.626,1698808.757,1737379.56,1787711.792,,,,Fiscal year end: June 30; reporting period for national accounts data: FY.
Puerto Rico,PRI,East Asia & Pacific,Low income,Total greenhouse gas emissions (kt of CO2 equivalent),EN.ATM.GHGT.KT.CE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Korea, Dem. People's Rep.",PRK,Europe & Central Asia,High income,Total greenhouse gas emissions (kt of CO2 equivalent),EN.ATM.GHGT.KT.CE,154692.2,147417.9,133498.3,124279.9,115049.7,107545.3,95834.54,87632.19,79516.68,83689.57,87214.48,90304.63,87422.14,89258.33,91096.53,94692.58,96883.32,84249.44,92342.72,75571.25,72651.92,58332.64,60055.14,49236.79,53030.25,46867.57,52057.04,77152.43,73474.53,79342.53,,,,"A simple multiplier is used to convert the national currencies of EMU members to euros. The following irrevocable euro conversion rate was adopted by the EU Council on January 1, 1999: 1 euro = 200.482 Portuguese escudo. Please note that historical data before 1999 are not actual euros and are not comparable or suitable for aggregation across countries."
Portugal,PRT,Latin America & Caribbean,Upper middle income,Total greenhouse gas emissions (kt of CO2 equivalent),EN.ATM.GHGT.KT.CE,56208.45,57939.17,61976.79,60886.73,62793.48,66557.55,64861.57,67260.43,72404.74,79152.24,78708.78,78046.55,83055.51,78109.79,80104.71,83070.43,77903.73,76532.49,74278.13,73482.27,68070.06,67192.35,65486.06,63796.16,63411,67505.09,66450.68,71032.87,66431.83,61380.97,,,,"The World Bank systematically assesses the appropriateness of official exchange rates as conversion factors. In this country, multiple or dual exchange rate activity exists and must be accounted for appropriately in underlying statistics. An alternative estimate (“alternative conversion factor” - PA.NUS.ATLS) is thus calculated as a weighted average of the different exchange rates in use in the country. Doing so better reflects economic reality and leads to more accurate cross-country comparisons and country classifications by income level. For this country, this applies to the period 1982-1988. Alternative conversion factors are used in the Atlas methodology and elsewhere in World Development Indicators as single-year conversion factors."
Paraguay,PRY,Middle East & North Africa,Lower middle income,Total greenhouse gas emissions (kt of CO2 equivalent),EN.ATM.GHGT.KT.CE,32343.09,29334.57,28622.81,28811.18,28768.94,30736.82,29959.91,30646.9,31097.88,31583.93,30409.61,32600.33,32023.64,34320.88,32482.4,33479.21,33957.99,35984.63,35515.93,37592.85,39952.99,41156.41,42493.93,43946.99,46011,46439.22,47404.4,49895.17,48492.87,49553.18,,,,National accounts data are provided in the US dollar.
West Bank and Gaza,PSE,,,Total greenhouse gas emissions (kt of CO2 equivalent),EN.ATM.GHGT.KT.CE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pacific island small states aggregate.
Pacific island small states,PSS,,,Total greenhouse gas emissions (kt of CO2 equivalent),EN.ATM.GHGT.KT.CE,3391.559,3455.556,3901.509,4032.189,4143.776,4294.957,4371.345,4389.061,4387.81,4407.274,4451.661,4759.674,4627.197,4810.235,5384.899,5336.431,5403.24,5375.255,5009.507,5035.083,5257.545,5277.101,5251.715,5458.622,5105.535,5248.262,5723.232,6019.172,6046.09,6183.727,,,,Post-dividend countries are mostly high-income countries where fertility has transitioned below replacement levels.
Post-demographic dividend,PST,East Asia & Pacific,High income,Total greenhouse gas emissions (kt of CO2 equivalent),EN.ATM.GHGT.KT.CE,13948738.188,13880200.731,13790286.243,13757707.466,13853202.212,14006893.748,14293068.316,14502142.757,14453925.462,14486412.678,14770927.489,14785943.026,14654205.008,14781367.047,14914113.453,14858988.154,14779245.673,14928517.628,14533066.308,13702245.301,14172009.938,14042939.322,13837067.092,13830786.76,13636029.535,13489582.145,13344666.254,13311550.067,13414801.431,13060977.394,,,,
French Polynesia,PYF,Middle East & North Africa,High income,Total greenhouse gas emissions (kt of CO2 equivalent),EN.ATM.GHGT.KT.CE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Qatar,QAT,Europe & Central Asia,High income,Total greenhouse gas emissions (kt of CO2 equivalent),EN.ATM.GHGT.KT.CE,15383.83,18426.63,18017.39,20807.2,23298.7,24011.5,26476.44,33129.74,34449.7,37402.28,38002.18,37544.24,41402.23,44946.04,48255.42,49695.44,55812.14,63227.24,67808.5,69562.68,78533.25,88219.51,96607.17,98527.89,103591.8,106790.7,109368.6,110057.6,109179.4,114756.4,,,,"The World Bank systematically assesses the appropriateness of official exchange rates as conversion factors. In this country, multiple or dual exchange rate activity exists and must be accounted for appropriately in underlying statistics. An alternative estimate (“alternative conversion factor” - PA.NUS.ATLS) is thus calculated as a weighted average of the different exchange rates in use in the country. Doing so better reflects economic reality and leads to more accurate cross-country comparisons and country classifications by income level. For this country, this applies to the period 1987-1992. Alternative conversion factors are used in the Atlas methodology and elsewhere in World Development Indicators as single-year conversion factors."
Romania,ROU,Europe & Central Asia,Upper middle income,Total greenhouse gas emissions (kt of CO2 equivalent),EN.ATM.GHGT.KT.CE,224028.8,185690.7,166012.1,155215.6,151110.9,156668.7,160306.6,148726.7,132722,116913,120909,125880.4,122948.2,127875.4,126238.9,125657.7,129232.1,126882.2,124872.6,109079.2,106226.2,110823.6,108526.3,99247.36,98571.78,100853.7,99339.21,102120.3,102786.8,101236.3,,,,
Russian Federation,RUS,Sub-Saharan Africa,Low income,Total greenhouse gas emissions (kt of CO2 equivalent),EN.ATM.GHGT.KT.CE,3015019,2951940,2795391,2601070,2363087,2285603,2229070,2090163,2085049,2124197,2176118,2188880,2186665,2259719,2252258,2278875,2316550,2325779,2327754,2191802,2285025,2375293,2354331,2317628,2302335,2287294,2285747,2324573,2419471,2476835,,,,
Rwanda,RWA,,,Total greenhouse gas emissions (kt of CO2 equivalent),EN.ATM.GHGT.KT.CE,2294.703,2286.803,2237.209,2166.627,2038.339,1812.063,1963.313,2081.333,2221.508,2432.212,2466.783,2625.826,2722.896,2937.531,3077.375,3185.354,3450.548,3657.815,3840.17,3950.929,4194.59,4098.004,4225.991,4366.232,4397.187,5048.966,5053.258,5127.968,5256.935,5343.408,,,,
South Asia,SAS,Middle East & North Africa,High income,Total greenhouse gas emissions (kt of CO2 equivalent),EN.ATM.GHGT.KT.CE,1531837.291,1589482.635,1626959.106,1672299.502,1727372.326,1810240.77,1870819.917,1938697.007,1971692.275,2066868.06,2108387.566,2137733.136,2169891.555,2224247.823,2331592.69,2422333.024,2543740.245,2709556.522,2825556.567,2986135.64,3105533.683,3238419.367,3398794.647,3478665.704,3682359.767,3730905.692,3803609.817,3978484.245,4129769.813,4156423.885,,,,
Saudi Arabia,SAU,Sub-Saharan Africa,Low income,Total greenhouse gas emissions (kt of CO2 equivalent),EN.ATM.GHGT.KT.CE,241011,274220.3,291770.8,289622,289301.1,288631,304336.6,310729.2,327054.8,330979.9,347624.8,351275.6,369762.9,391347.8,408203.3,428813,451619.5,471683,511976.5,524108.9,569678,601745,638875,654853.7,698286.5,731886,739816.3,729310.8,715225.3,723147.9,,,,"The World Bank systematically assesses the appropriateness of official exchange rates as conversion factors. In this country, multiple or dual exchange rate activity exists and must be accounted for appropriately in underlying statistics. An alternative estimate (“alternative conversion factor” - PA.NUS.ATLS) is thus calculated as a weighted average of the different exchange rates in use in the country. Doing so better reflects economic reality and leads to more accurate cross-country comparisons and country classifications by income level. For this country, this applies to the period 2018-2020. Alternative conversion factors are used in the Atlas methodology and elsewhere in World Development Indicators as single-year conversion factors."
